Date Received - DPS,Action Date,Requisition Number,Description of Good or Services,Vendor Name,Department Name,Requisition Amount,Justification,Approved/Denied,Request for New Contract/Mod,Requisition# for New Contract/Mod,Contract Awarded?,Contract Number Awarded,Check BPA,Exhibit B Status,Procurement Process Phase
2024-09-25 12:14:01,2024-09-27,625462,WATER,BLUETRITON BRANDS INC,70-DEPARTMENT OF BUSINESS AFFAIRS AND CONSUMER PROTECTION,84.9,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,C. Solicitation or Bidding Phase
2024-09-26 14:47:34,2024-09-27,625768,2 WATER INVOICES FOR AUGUST 2024,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,4166.15,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2024-10-04 11:38:01,2024-10-08,627468,Delivery 5G Water / Cooler Rental,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,460.81,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-10-21 11:17:17,2024-10-25,630290,Water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,436.04,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,0,Yes,Completed,A. Specification Development Phase
2024-11-06 10:22:21,2024-11-06,633428,5G Water Delivery / Top Load H & C Cooler Rental,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,539.33,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-11-06 10:28:03,2024-11-06,633434,5G Water Delivery / Top Load H & C Cooler Rental,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,443.45,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-11-13 12:15:32,2024-11-14,634078,Purchase of water to keep workers hydrated.,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,21.37,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,000000,Yes,Completed,D. Solicitation Response Under Evaluation
2024-11-13 16:22:40,2024-11-14,634624,Monthly Drinking Water Services at City of Chicago Salvage Operations October2024,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,15.75,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2024-11-15 11:56:36,2024-11-18,634961,Bottled Drinking Water - 5 Gallon Bottles,BLUETRITON BRANDS INC,84-CHICAGO DEPARTMENT OF TRANSPORTATION,477.22,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2024-11-19 09:53:52,2024-11-21,635497,"BOTTLED DRINKING WATER, DISTILLED WATER & WATER COOLER RENTALS",BLUETRITON BRANDS INC,88-DEPARTMENT OF WATER MANAGEMENT,7784.4,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,615422,No,,Yes,Completed,H. One Time Purchase
2024-11-27 14:00:12,2024-11-27,637364,ACCT#6709043370 Invoice#04J6709043370 ACTIVITY: 09/17/24-10/16/24 Invoice#04I6709043370 ACTIVITY: 08/17/24-09/16/24; ACCT#0122238496 Invoice#14J0122238496 ACTIVITY: 09/15/24-10/14/24 Invoice#14K0122238496 ACTIVITY: 10/15/24-11/14/24,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,4272.94,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2024-12-10 12:11:54,2024-12-10,639286,Water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,0.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,,Yes,511569,No,0,Yes,,A. Specification Development Phase
2024-12-10 12:18:24,2024-12-11,639292,Water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,258.32,1. Pending New Contract - Original Contract Expired. New Contract in Process,DENIED,Yes,511569,No,0,Yes,Completed,A. Specification Development Phase
2024-12-13 09:33:30,2024-12-13,639965,Water Services for the Training Academy (Oct. Nov. and Dec. Inv#23695619 121723),HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,148.86,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-12-16 07:42:10,2024-12-17,639984,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,258.32,6. Bid Protest - Contract Award under Review,DENIED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2024-12-17 14:18:40,2024-12-17,640736,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,258.32,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2024-12-18 10:12:01,2024-12-19,640915,Water Services,HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,204.84,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-12-18 10:17:55,2024-12-19,640921,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,571.32,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2024-12-18 13:58:30,2024-12-18,641061,Monthly Drinking Water Services at City of Chicago Salvage Operations November 2024,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,8.97,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2024-12-18 14:39:23,2024-12-19,641075,"Water, Drinking",BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,19.15,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,615422,No,00000,Yes,Completed,A. Specification Development Phase
2024-12-19 09:00:17,2024-12-19,641157,ACCT# 6709043370 Invoice# 04K6709043370 ACTIVITY From 10/17/24-11/16/24,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,63.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2024-12-31 13:17:20,2024-12-31,643118,Drinking Water 5 Gallon Bottles,BLUETRITON BRANDS INC,84-CHICAGO DEPARTMENT OF TRANSPORTATION,273.99,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,na,No,na,Yes,Completed,A. Specification Development Phase
2025-01-06 11:31:55,2025-01-07,643676,"Account # 0122238496 Ice Mounting Brand Drinking Water 5Gallon Bottles Service from Nov. 15, 2024 - Dec. 14, 2024",BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,2535.47,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-01-08 15:08:08,2025-01-10,644238,Monthly Drinking Water Services at City of Chicago Salvage Operations December 2024,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,10.5,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2025-01-09 12:14:51,2025-01-13,644386,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,176.92,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-01-10 09:53:47,2025-01-21,644539,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,419.48,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-01-10 12:04:59,2025-01-21,644546,Water Services,"DS Services of America, Inc.",59-CHICAGO FIRE DEPARTMENT,13577.78,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-01-11 11:46:25,2025-01-21,644772,Ready Refresh - Senior Festival for Older Chicago residents,BLUETRITON BRANDS INC,50-DEPARTMENT OF FAMILY AND SUPPORT SERVICES,3095.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,511569,No,30043,Yes,Completed,A. Specification Development Phase
2025-01-29 11:45:51,2025-02-01,647872,ACCT# 0122238496 Invoice# 15A0122238496 ACTIVITY From 12/15/24-01/14/25,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,1438.22,2. Pending Amendment/Modification - Line Item Addition / Vendor Limit Increase / Scope Change,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-01-30 12:15:50,2025-02-01,648140,APS_9067_Ready fresh water,BLUETRITON BRANDS INC,50-DEPARTMENT OF FAMILY AND SUPPORT SERVICES,2495.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,511569,No,30043,Yes,Completed,A. Specification Development Phase
2025-02-20 09:59:16,2025-02-20,650391,APS_9913_Ready Fresh Nestle Water,BLUETRITON BRANDS INC,50-DEPARTMENT OF FAMILY AND SUPPORT SERVICES,2495.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,DENIED,No,511569,No,30043,Yes,Completed,A. Specification Development Phase
2025-02-26 09:52:21,2025-02-26,652374,APS_9913_READYREFRESH-NESTLE WATER,BLUETRITON BRANDS INC,50-DEPARTMENT OF FAMILY AND SUPPORT SERVICES,2495.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,DENIED,No,511569,No,30043,Yes,Completed,A. Specification Development Phase
2025-02-26 10:55:44,2025-02-27,652416,Certificate in Project Management - JOY CHARMAINE GALANG,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,2543.71,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-02-26 11:55:11,2025-02-27,652440,APS_9913_READYREFRESH-NESTLE WATER,BLUETRITON BRANDS INC,50-DEPARTMENT OF FAMILY AND SUPPORT SERVICES,2495.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,511569,No,30043,Yes,Completed,A. Specification Development Phase
2025-02-26 16:01:28,2025-03-07,652561,"FFIB FY 24 Primo Water - Hinkley $108,111.88","DS Services of America, Inc.",59-CHICAGO FIRE DEPARTMENT,108111.88,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,C. Solicitation or Bidding Phase
2025-02-28 09:26:10,2025-03-07,652952,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,812.4,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-02-28 13:28:26,2025-03-06,650496,"Water, Drinking",BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,81.99,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,615422,No,00000,Yes,Completed,A. Specification Development Phase
2025-02-28 14:25:12,2025-03-07,653166,DECEMBER 2024 JANITORIAL SERVICE,DAYSPRING PROFESSIONAL JANITOR,41-CHICAGO DEPARTMENT OF PUBLIC HEALTH,5408.54,3. One Time Purchase,APPROVED,No,629289 AND 629284,No,79044,Yes,Completed,H. One Time Purchase
2025-03-04 12:50:49,2025-03-04,653379,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,0.0,6. Bid Protest - Contract Award under Review,,Yes,00000,No,00000,Yes,,D. Solicitation Response Under Evaluation
2025-03-04 12:57:48,2025-03-09,653383,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,200.97,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-03-06 15:25:36,2025-03-09,654107,Bottled Water - Drinking 5 Gallon,BLUETRITON BRANDS INC,84-CHICAGO DEPARTMENT OF TRANSPORTATION,304.23,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,na,No,na,Yes,Completed,A. Specification Development Phase
2025-03-13 13:20:28,2025-03-18,655723,"FFIB Hinckley Springs Primo $12,163.04","DS Services of America, Inc.",59-CHICAGO FIRE DEPARTMENT,12163.04,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,C. Solicitation or Bidding Phase
2025-03-21 10:13:54,2025-03-21,657149,Water Services,HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,180.59,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-03-21 14:33:48,2025-03-23,657303,Monthly Drinking Water Services at City of Chicago Salvage Operations Feb 2025,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,19.47,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2025-03-28 12:13:16,2025-03-31,658642,Bottles Drinking Water / 5 Gallon Bottles,BLUETRITON BRANDS INC,84-CHICAGO DEPARTMENT OF TRANSPORTATION,143.72,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,na,No,na,Yes,Completed,A. Specification Development Phase
2025-03-28 13:15:27,2025-04-01,658655,There is no active contract for Comprehensive Custodial Services Zone 3 (Southside). The contract expired 2/13/2025 and 2FM submitted RX 629284 (TE) and 629289 (VLI) request to DPS on 11/6/2024. We require custodial services on a daily basi,DAYSPRING PROFESSIONAL JANITOR,38-DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,507418.41,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,624331,No,,Yes,Completed,A. Specification Development Phase
2025-03-31 10:45:19,2025-04-01,658780,"Total $2,120.72Inv# 15C0122238496 $2,118.46 & 05C6708014370 $2.26Transferred from APRF No. 497133.  WATER INVOICE FOR FBRUARY 2025",BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,2120.72,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-04-02 11:54:52,2025-04-02,659327,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,123.24,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-04-02 15:08:30,2025-04-10,658692,There is no active contract for Comprehensive Custodial Services Zone 3 (Southside). The contract expired 2/13/2025 and 2FM submitted RX 629284 (TE) and 629289 (VLI) request to DPS on 11/6/2024. We require custodial services on a daily basi,DAYSPRING PROFESSIONAL JANITOR,38-DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,508445.43,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,624331,No,NO,Yes,Completed,A. Specification Development Phase
2025-04-08 10:59:46,2025-04-08,660273,GREATER LAWN JANUARY 2025 SERVICESWIC JANUARY 2025 SERVICESGREATER LAWN FEBRUARY 2025 SERVICESWIC FEBRUARY 2025 SERVICESGREATER LAWN MARCH 2025 SERVICESWIC MARCH 2025 SERVICES,DAYSPRING PROFESSIONAL JANITOR,41-CHICAGO DEPARTMENT OF PUBLIC HEALTH,17099.32,2. Pending Amendment/Modification - Line Item Addition / Vendor Limit Increase / Scope Change,APPROVED,No,629284 AND 629289,No,,Yes,Completed,H. One Time Purchase
2025-04-08 12:24:57,2025-04-08,649251,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,634.87,1. Pending New Contract - Original Contract Expired. New Contract in Process,DENIED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-04-09 11:57:55,2025-04-09,660580,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,634.87,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-04-11 10:29:49,2025-04-11,661208,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,1841.94,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-04-28 10:01:10,2025-04-28,664011,Water Services,HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,114.88,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,C. Solicitation or Bidding Phase
2025-04-30 12:02:10,2025-04-30,664612,Monthly Drinking Water Services at City of Chicago Salvage Operations Mar 2025,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,15.75,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2025-05-05 10:40:44,2025-05-08,665299,Cooler Rental,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,23.96,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-05-08 12:51:30,2025-05-08,666288,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,67.14,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-05-12 08:59:44,2025-05-21,666621,GREATER LAWN APRIL 2025 SERVICESWIC APRIL 2025 SERVICES,DAYSPRING PROFESSIONAL JANITOR,41-CHICAGO DEPARTMENT OF PUBLIC HEALTH,5845.39,2. Pending Amendment/Modification - Line Item Addition / Vendor Limit Increase / Scope Change,APPROVED,No,629284,No,,Yes,Completed,H. One Time Purchase
2025-05-13 09:31:48,2025-05-14,664229,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,273.53,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-05-19 10:41:09,2025-05-23,667683,"Water, Drinking",BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,1269.33,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,615422,No,00000,Yes,Completed,A. Specification Development Phase
2025-05-28 10:47:25,2025-06-02,669084,Monthly Drinking Water Services at City of Chicago Salvage Operations Apr 2025,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,30.72,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2025-06-10 13:00:36,2025-06-18,671895,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,134.06,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-06-17 10:38:26,2025-07-01,673147,3 Invoices-Transferred from APRF No. 500135.  NEED TO PAY WATER INVOICES FOR MARCH AND APRIL 2025MOD to audited amt kf 6.17.25,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,6427.01,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-06-24 08:17:22,2025-07-06,673772,GREATER LAWN APRIL 2025 SERVICESWIC APRIL 2025 SERVICES,DAYSPRING PROFESSIONAL JANITOR,41-CHICAGO DEPARTMENT OF PUBLIC HEALTH,5845.39,2. Pending Amendment/Modification - Line Item Addition / Vendor Limit Increase / Scope Change,APPROVED,No,629284,No,,Yes,Completed,H. One Time Purchase
2025-06-24 11:54:40,2025-07-01,674263,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,672.08,1. Pending New Contract - Original Contract Expired. New Contract in Process,DENIED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-06-27 14:37:59,2025-07-01,675118,Bottled Drinking Water,BLUETRITON BRANDS INC,84-CHICAGO DEPARTMENT OF TRANSPORTATION,481.09,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,na,No,na,Yes,Completed,A. Specification Development Phase
2025-07-02 09:25:01,2025-07-09,675907,Water Service,HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,134.87,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-07-02 09:29:54,2025-07-09,675910,Water Services,HINCKLEY SPRINGS,57-CHICAGO POLICE DEPARTMENT,60.94,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-07-02 09:34:28,2025-07-09,675912,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,23.96,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-07-02 09:39:27,2025-07-09,675915,Water Services,HINCKLEY SPRINGS,51-OFFICE OF PUBLIC SAFETY ADMINISTRATION,679.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,,No,,Yes,Completed,A. Specification Development Phase
2025-07-02 14:49:16,2025-07-06,676080,Monthly Drinking Water Services at City of Chicago Salvage Operations Jun 2025,BLUETRITON BRANDS INC,35-DEPARTMENT OF PROCUREMENT SERVICES,5.25,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,Yes,30043,Yes,Completed,A. Specification Development Phase
2025-07-08 14:36:50,2025-07-09,676838,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,765.47,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
2025-07-17 10:57:26,2025-07-23,678638,"#2 Invoices, #05F6708014370 $3.59 and #15F0122238496 $2,922.33  Transferred from APRF No. 501681.  NEED TO PAY WATER INVOICE FOR MAY 2025MOD to audited amount kf 7.16.25",BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,0.0,1. Pending New Contract - Original Contract Expired. New Contract in Process,,No,,No,,Yes,,A. Specification Development Phase
2025-07-22 15:06:34,2025-07-22,679582,"Water, Drinking",BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,21.37,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,676831,No,00000,Yes,Completed,A. Specification Development Phase
2025-07-23 17:20:31,2025-07-24,679858,NEED TO PAY WATER INVOICE FOR MAY 2025INVOICE#15F0122238496 & 05F6708014370,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,2925.92,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,RX 676831/SPEC # 1197406C,No,,Yes,Completed,A. Specification Development Phase
2025-07-25 13:35:06,2025-07-29,680252,water,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,40.89,6. Bid Protest - Contract Award under Review,APPROVED,Yes,00000,No,00000,Yes,Completed,D. Solicitation Response Under Evaluation
2025-07-30 10:25:11,2025-07-30,680865,2 Invoices: 15G0122238496 ACCT# 0122238496; 05G6708014370 ACCT# 6708014370. Both for Activity from 06/15/25-07/14/25.,BLUETRITON BRANDS INC,85-CHICAGO DEPARTMENT OF AVIATION,1248.29,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,No,,No,,Yes,Completed,A. Specification Development Phase
2025-07-31 15:00:02,2025-08-05,681025,WATER - DRINKING,BLUETRITON BRANDS INC,81-DEPARTMENT OF STREETS AND SANITATION,667.25,1. Pending New Contract - Original Contract Expired. New Contract in Process,APPROVED,Yes,511569,No,,Yes,Completed,A. Specification Development Phase
